Emotion,Text
disgust,Revulsion at what has been happening there is not a prerogative of the politically correct .
sad,"A despondent Renault worker remarked , ` It seems to me that we came very close to something new . "" "
fear,Tug had just one glimpse of the girl 's horror as her mouth and her eyes opened wide .
disgust,Colette works at marshalling our feelings of revulsion at this voracious creature who has almost killed the poor box thorn .
fear,The last time she had walked down this lane she had been too anxious about Susan to notice very much .
fear,"He 's concerned what will happen to me . "" "
sad,Hepzibah looked at Carrie 's woebegone face .
disgust,"Revulsion at injustice , poverty and denied opportunity , he says , impels people to work for a better world . "
sad,"Lucille 's despondency was caused by a fear of Sharpe 's death , not a British defeat , but she dared not articulate such a thought . "
anger,Lucy sent him a resentful glance while adding an explanation for her presence .
anger,One farmer was livid that he could not go into his local National Park and chop wood for his barbecue .
disgust,"Homosexuality aroused revulsion in about a quarter of the respondents , another quarter seeing it as sick , odd or ridiculous . "
surprise,"` You keep them , "" she cried , throwing the jewels into the plump lap of the astounded Soapy Finnegan . "
shame,"He seems slightly embarrassed discussing the incident , but admits to going on a shopping spree with someone else 's card , and buying shoes , clothes and dinner for himself and his friends . "
happy,But a dry day would bring bigger crowds and add to the excitement of the vital third round of the tournament .
anger,"` We do n't go to Lightwater Valley , "" said an equally affronted bus driver . "
happy,"I had been working for more than an hour and my wrists ached from the continuous chopping , but I was filled with an immense exhilaration . "
surprise,Natasha laughed at Maggie 's bewildered expression .
anger,He felt a wave of exasperation rise within him .
shame,Constance was deeply embarrassed at the intimate turn the conversation had taken .
happy,I hate to disappoint anyone but that was n't the case -- although the veiled hints caused us plenty of amusement .
anger,"The king was furious at being tricked again , and by nothing more than a pair of animals , at that . "
disgust,"I know they are working on a building site but we are just fed-up with this disruption . "" "
fear,"Her face must have registered dismay at having to tell Peter what had happened , for he gave a narrow smile . "
fear,"The Estonians require a language test before full civil rights are granted , to the dismay of their Russian-speaking population . "
happy,Neil Kinnock was happy that his deputy should spell out his commitment to equality as Labour 's objective .
anger,"He refused to be roused by her anger , suspecting she was furious he 'd turned down her invitation to stay . "
sad,The wedding guest did not exactly beat his breast but he looked considerably crestfallen .
fear,"And it was equally insistent that a policy of retreat would cause dismay in Washington , thereby diminishing Britain 's ability to exert influence over American policy . "
happy,"Just like trippers heading for the Isle of Wight , they had packed their picnic baskets and sat chatting on deck as their excited children played . "
sad,Interpersonal arguments and difficulties were also a more common feature of the experiences of depressed patients than of the comparison group .
disgust,Its roots were both theological and caused by the revulsion of the burnings in Mary 's reign .
surprise,Most Germans looked on stunned as the results from the two state elections on 5 April flashed across their television screens .
sad,They were young but they walked bent in sorrow .
shame,Jenna 's face flushed with embarrassment at the way the girl watched in amused surprise .
shame,In those days captains of industry were not ashamed to live close to the source of their wealth .
surprise,"With a last , quizzical look at her slightly stunned expression , he waited for Mike to join him , then both men walked out of the suite , leaving her alone with Ace . "
happy,The very idea is preposterous and I was overjoyed to see that you believed me .
disgust,And when her words caused a peculiar revulsion within him .
disgust,"In any event , a dissatisfied enquirer can be a disgruntled member ! "
fear,"Also some disquiet surrounds the production of "" second generation "" vaccines using genetically engineered microbes to make fragments of viruses . "
sad,I could n't bear the mournful look on his face .
surprise,"Eleanor Thorne half-sat up in the great bed , astonished at the freshness , the absolute appeal of her idea . "
